Distance_(pixels),Gray_Value
749,80.0000
750,80.0020
751,80.0000
752,80.0000
753,80.0000
754,80.0000
755,80.0000
756,80.0000
757,80.0000
758,80.0000
759,80.2639
760,80.6667
761,80.6667
762,80.6667
763,80.6667
764,80.6667
765,80.6667
766,80.6667
767,80.6667
768,80.6667
769,80.6667
770,80.6667
771,80.6667
772,80.5018
773,80.0318
774,80.0000
775,80.0000
776,80.0000
777,80.0000
778,80.0000
779,79.8177
780,79.1128
781,79.3967
782,80.3775
783,80.6667
784,80.6667
785,80.6667
786,80.6667
787,80.6667
788,80.6667
789,80.6667
790,80.6667
791,81.3087
792,81.6667
793,81.6667
794,81.6667
795,81.6667
796,81.6667
797,81.6667
798,81.6667
799,81.6667
800,81.6667
801,81.6667
802,81.6667
803,81.6667
804,81.8777
805,82.8319
806,82.1794
807,80.7854
808,80.6667
809,80.6667
810,80.6667
811,80.6667
812,80.6667
813,80.6667
814,80.6667
815,80.4950
816,79.8380
817,79.6667
818,79.1623
819,79.0000
820,79.0000
821,79.0000
822,78.5035
823,78.0000
824,78.0000
825,78.6115
826,79.0000
827,78.7895
828,79.0075
829,79.2569
830,79.4262
831,79.6667
832,79.6667
833,79.6667
834,79.6667
835,79.3604
836,78.6667
837,78.6667
838,78.6667
839,79.0788
840,78.6000
841,77.7754
842,77.6667
843,77.6667
844,76.9762
845,76.6667
846,76.6667
847,76.6667
848,76.6667
849,76.6667
850,76.6667
851,76.6667
852,76.9550
853,76.3333
854,76.2894
855,75.5723
856,75.3333
857,75.3333
858,75.3333
859,75.3333
860,75.3333
861,75.3333
862,75.3333
863,74.8989
864,74.3333
865,74.3333
866,74.3333
867,74.3333
868,74.3333
869,74.3333
870,74.3483
871,74.6164
872,74.6667
873,74.6667
874,74.6667
875,74.0812
876,74.0119
877,74.0095
878,74.6620
879,75.1843
880,75.8937
881,76.6936
882,77.5942
883,77.4300
884,77.0132
885,77.7045
886,77.6888
887,77.5583
888,77.9043
889,79.0185
890,79.8062
891,80.6595
892,80.8369
893,81.1124
894,82.1590
895,83.6886
896,84.1279
897,85.0849
898,86.6608
899,87.0332
900,87.9369
901,88.4535
902,89.4062
903,90.5340
904,91.9947
905,93.5783
906,92.7606
907,92.6135
908,92.5768
909,94.2276
910,95.0076
911,96.2883
912,97.5888
913,98.3022
914,98.7381
915,99.3333
916,99.3333
917,100.2116
918,100.8489
919,101.5583
920,101.9161
921,101.7566
922,102.6747
923,103.6629
924,104.3333
925,104.5303
926,105.4761
927,105.1468
928,104.8505
929,105.3234
930,105.4803
931,105.9145
932,106.4862
933,107.2889
934,108.3199
935,109.5745
936,110.2839
937,111.3161
938,111.7026
939,112.4643
940,113.7779
941,114.3333
942,114.5519
943,114.7834
944,114.6667
945,115.2106
946,115.9715
947,116.6195
948,117.1001
949,117.6667
950,117.6667
951,117.0759
952,116.6667
953,116.6657
954,116.2971
955,115.8558
956,116.3862
957,115.2552
958,115.0000
959,114.7733
960,114.0382
961,114.5923
962,115.2624
963,115.6667
964,115.8179
965,115.7868
966,115.6667
967,115.6667
968,115.6667
969,115.3076
970,114.5983
971,114.2483
972,114.3320
973,115.1342
974,115.1244
975,115.0705
976,115.4282
977,114.6413
978,114.8479
979,115.1825
980,115.0000
981,114.4363
982,114.1342
983,113.9574
984,113.9626
985,113.6667
986,113.5528
987,112.8478
988,112.3139
989,111.7705
990,111.9051
991,112.6539
992,112.3364
993,111.9486
994,111.2430
995,111.0338
996,111.4094
997,111.4271
998,110.2065
999,108.9023
1000,110.0290
1001,109.4009
1002,109.2012
1003,109.6667
1004,109.4804
1005,108.7711
1006,108.1180
1007,107.9639
1008,108.6371
1009,108.1744
1010,108.2614
1011,108.8577
1012,109.3539
1013,109.4323
1014,109.9023
1015,110.1861
1016,110.5967
1017,110.9068
1018,111.0734
1019,110.0742
1020,110.0278
1021,110.2628
1022,111.1779
1023,112.2643
1024,112.8672
1025,113.1168
1026,113.5071
1027,113.6909
1028,114.6309
1029,115.0114
1030,114.8017
1031,114.8514
