Distance_(pixels);Gray_Value
756;101.3207
757;102.9093
758;102.7743
759;101.6719
760;101.0084
761;100.0274
762;98.7046
763;98.3278
764;97.6962
765;97.2935
766;97.1445
767;97.4747
768;97.0844
769;97.4491
770;97.3945
771;96.9997
772;97.0717
773;96.3249
774;95.7489
775;95.8333
776;95.2532
777;94.5572
778;94.3122
779;94.0235
780;92.7806
781;93.0773
782;93.7711
783;94.5369
784;95.1983
785;95.5219
786;94.3122
787;93.5807
788;92.8819
789;92.1909
790;91.5833
791;90.8602
792;90.8819
793;90.4193
794;89.9061
795;89.8903
796;89.3333
797;88.5185
798;87.1667
799;85.9483
800;84.4093
801;84.3502
802;85.3639
803;86.6324
804;87.5738
805;87.4430
806;87.4863
807;87.6688
808;88.1983
809;88.6559
810;86.7416
811;84.7819
812;83.6160
813;83.4887
814;83.8534
815;84.7239
816;84.3038
817;84.0000
818;83.6667
819;83.1100
820;82.3333
821;81.3339
822;80.8333
823;80.9926
824;81.6540
825;82.3154
826;82.6667
827;82.4143
828;81.0338
829;80.7648
830;80.8186
831;81.2252
832;82.6667
833;82.6216
834;82.4673
835;82.3418
836;82.2827
837;83.7115
838;84.7036
839;85.9227
840;86.4726
841;85.5256
842;84.1487
843;83.2500
844;83.1435
845;83.5844
846;83.7563
847;83.7331
848;83.9536
849;83.8805
850;84.1224
851;84.5633
852;84.8354
853;85.7500
854;86.0000
855;86.2468
856;86.6667
857;87.1667
858;88.0000
859;88.5986
860;88.6667
861;88.5902
862;88.5865
863;88.1274
864;88.4430
865;88.2761
866;88.1276
867;87.8333
868;87.3333
869;86.8333
870;86.6667
871;86.8333
872;87.3333
873;87.3333
874;88.3333
875;89.3333
876;89.0802
877;87.6667
878;87.5316
879;87.9093
880;88.3333
881;88.3333
882;88.4567
883;89.1627
884;88.5485
885;88.3054
886;88.8270
887;89.5517
888;90.7721
889;91.7426
890;91.0411
891;90.7745
892;91.0000
893;91.6234
894;92.0000
895;91.7500
896;90.3924
897;89.1828
898;88.6667
899;88.3333
900;88.5021
901;87.7571
902;88.5760
903;91.3913
904;93.4641
905;90.2964
906;88.9082
907;87.1846
908;86.4219
909;88.9061
910;93.5675
911;93.9125
912;95.7637
913;97.1142
914;102.3829
915;108.7640
916;106.1603
917;97.8368
918;92.6129
919;92.1382
920;90.1857
921;93.1192
922;93.8333
923;93.6026
924;95.5401
925;94.6516
926;95.2584
927;95.7497
928;95.6667
929;95.2028
930;95.0791
931;95.4839
932;96.0844
933;96.8051
934;98.1108
935;98.4681
936;98.7300
937;98.8913
938;97.8070
939;96.8924
940;98.1266
941;98.4533
942;99.1825
943;98.5899
944;98.3122
945;98.4127
946;99.0591
947;99.6667
948;99.6667
949;99.8615
950;99.1825
951;98.3492
952;98.3333
953;99.3136
954;100.8122
955;101.4444
956;100.3755
957;99.6785
958;99.7806
959;100.7355
960;101.6034
961;101.5148
962;101.5369
963;100.9760
964;101.0844
965;100.8761
966;101.0000
967;101.3776
968;101.8945
969;102.5559
970;102.5411
971;101.9647
972;101.4177
973;101.3333
974;101.3333
975;101.5833
976;101.8143
977;102.0833
978;102.1667
979;102.0000
980;102.1097
981;102.4312
982;102.8207
983;103.3209
984;103.0633
985;103.0251
986;103.2890
987;102.7695
988;102.6667
989;102.6667
990;102.6667
991;102.5000
992;102.0000
993;101.8093
994;101.6667
995;101.6524
996;101.1688
997;101.0000
998;100.9768
999;100.6569
1000;100.6076
1001;99.9731
1002;99.4283
1003;99.3333
1004;99.3333
1005;99.1585
1006;99.0000
1007;98.9037
1008;97.7553
1009;97.4483
1010;97.6646
1011;97.4164
1012;97.0042
1013;96.5857
1014;96.0148
1015;95.3534
1016;94.6920
1017;93.8716
1018;93.0675
1019;92.2147
1020;91.6667
1021;91.4554
1022;90.6951
1023;90.5156
1024;90.6667
1025;89.6667
1026;88.5686
1027;87.8542
1028;86.7553
1029;87.3439
1030;87.0000
1031;86.6754
1032;85.6667
1033;85.1350
1034;85.5464
1035;85.3716
1036;84.3333
1037;83.5833
1038;82.7205
1039;81.8133
1040;81.1519
1041;81.0000
1042;80.3291
1043;79.0425
1044;78.6667
1045;78.0330
1046;78.4831
1047;78.4277
1048;78.5274
1049;77.7165
1050;77.5127
1051;76.9805
1052;76.0717
1053;76.0000
1054;76.0717
1055;76.3845
1056;76.0000
1057;76.0382
1058;76.5021
1059;76.2927
1060;76.0000
1061;76.0000
1062;75.5000
1063;75.2500
1064;76.0000
1065;76.0000
1066;75.5000
1067;75.0000
1068;75.0000
1069;74.4953
1070;74.3333
1071;74.3333
1072;74.3333
1073;74.3333
1074;74.3333
1075;74.3333
1076;74.1139
1077;73.2500
1078;73.0000
1079;73.2500
1080;74.0000
1081;74.0000
1082;74.3133
1083;75.0000
1084;75.0000
1085;75.0000
1086;75.0000
1087;74.7500
1088;74.0000
1089;74.0000
1090;73.8333
1091;73.6667
1092;73.6667
1093;73.6667
1094;73.6667
1095;73.6667
