Time (s), T1, T2, T3
22.3256,132.8420,132.0623,132.8431
22.7812,132.5229,131.7388,132.5241
23.2369,132.2047,131.4163,132.2059
23.6925,131.8874,131.0948,131.8886
24.1481,131.5710,130.7743,131.5722
24.6037,131.2555,130.4549,131.2567
25.0594,130.9408,130.1364,130.9421
25.5150,130.6271,129.8190,130.6284
25.9706,130.3142,129.5026,130.3155
26.4262,130.0022,129.1871,130.0035
26.8819,129.6911,128.8727,129.6924
27.3375,129.3809,128.5592,129.3822
27.7931,129.0715,128.2468,129.0729
28.2487,128.7630,127.9353,128.7644
28.7044,128.4554,127.6247,128.4568
29.1600,128.1486,127.3152,128.1501
29.6156,127.8427,127.0066,127.8442
30.0712,127.5377,126.6989,127.5392
30.5269,127.2335,126.3922,127.2350
30.9825,126.9302,126.0865,126.9317
31.4381,126.6278,125.7817,126.6293
31.8937,126.3262,125.4779,126.3277
32.3494,126.0254,125.1749,126.0269
32.8050,125.7255,124.8730,125.7270
33.2606,125.4265,124.5719,125.4280
33.7162,125.1283,124.2718,125.1298
34.1719,124.8309,123.9726,124.8324
34.6275,124.5344,123.6743,124.5359
35.0831,124.2387,123.3769,124.2402
35.5387,123.9438,123.0804,123.9454
35.9944,123.6498,122.7849,123.6514
36.4500,123.3566,122.4902,123.3582
36.9056,123.0643,122.1965,123.0659
37.3612,122.7728,121.9036,122.7743
37.8169,122.4821,121.6116,122.4837
38.2725,122.1922,121.3206,122.1938
38.7281,121.9032,121.0304,121.9047
39.1837,121.6150,120.7411,121.6165
39.6394,121.3275,120.4526,121.3291
40.0950,121.0410,120.1651,121.0425
40.5506,120.7552,119.8784,120.7567
41.0062,120.4702,119.5925,120.4718
41.4619,120.1861,119.3076,120.1876
41.9175,119.9027,119.0235,119.9043
42.3731,119.6202,118.7403,119.6217
42.8287,119.3384,118.4579,119.3400
43.2844,119.0575,118.1764,119.0590
43.7400,118.7774,117.8957,118.7789
44.1956,118.4980,117.6158,118.4996
44.6512,118.2195,117.3369,118.2210
45.1069,117.9417,117.0587,117.9433
45.5625,117.6648,116.7814,117.6663
46.0181,117.3886,116.5049,117.3901
46.4737,117.1132,116.2293,117.1147
46.9294,116.8387,115.9545,116.8401
47.3850,116.5648,115.6805,116.5663
47.8406,116.2918,115.4073,116.2933
48.2962,116.0196,115.1350,116.0210
48.7519,115.7481,114.8634,115.7496
49.2075,115.4774,114.5927,115.4789
49.6631,115.2075,114.3228,115.2089
50.1187,114.9383,114.0537,114.9398
50.5744,114.6700,113.7854,114.6714
51.0300,114.4024,113.5179,114.4038
51.4856,114.1355,113.2512,114.1369
51.9412,113.8694,112.9853,113.8708
52.3969,113.6041,112.7202,113.6055
52.8525,113.3395,112.4559,113.3409
53.3081,113.0757,112.1924,113.0771
53.7638,112.8127,111.9297,112.8140
54.2194,112.5504,111.6677,112.5517
54.6750,112.2889,111.4066,112.2902
55.1306,112.0281,111.1462,112.0294
55.5862,111.7680,110.8866,111.7693
56.0419,111.5087,110.6277,111.5100
56.4975,111.2502,110.3697,111.2514
56.9531,110.9924,110.1124,110.9936
57.4087,110.7353,109.8559,110.7365
57.8644,110.4790,109.6001,110.4802
58.3200,110.2234,109.3451,110.2246
58.7756,109.9685,109.0908,109.9697
59.2312,109.7144,108.8374,109.7156
59.6869,109.4610,108.5846,109.4621
60.1425,109.2083,108.3326,109.2095
60.5981,108.9563,108.0814,108.9575
61.0537,108.7051,107.8309,108.7063
61.5094,108.4546,107.5812,108.4558
61.9650,108.2048,107.3322,108.2060
62.4206,107.9558,107.0839,107.9569
62.8762,107.7074,106.8364,107.7085
63.3319,107.4598,106.5896,107.4609
63.7875,107.2129,106.3435,107.2140
64.2431,106.9667,106.0982,106.9677
64.6987,106.7212,105.8536,106.7222
65.1544,106.4764,105.6097,106.4774
65.6100,106.2323,105.3666,106.2333
66.0656,105.9890,105.1242,105.9900
66.5212,105.7463,104.8825,105.7473
66.9769,105.5043,104.6415,105.5053
67.4325,105.2630,104.4012,105.2640
67.8881,105.0224,104.1616,105.0234
68.3437,104.7826,103.9228,104.7835
68.7994,104.5434,103.6846,104.5443
69.2550,104.3049,103.4472,104.3058
69.7106,104.0670,103.2104,104.0679
70.1662,103.8299,102.9744,103.8308
70.6219,103.5935,102.7390,103.5943
71.0775,103.3577,102.5044,103.3585
71.5331,103.1226,102.2704,103.1234
71.9887,102.8882,102.0372,102.8890
72.4444,102.6545,101.8046,102.6553
72.9000,102.4214,101.5727,102.4222
73.3556,102.1891,101.3415,102.1898
73.8113,101.9574,101.1110,101.9581
74.2669,101.7263,100.8812,101.7271
74.7225,101.4959,100.6520,101.4967
75.1781,101.2662,100.4236,101.2670
75.6337,101.0372,100.1958,101.0379
76.0894,100.8088,99.9686,100.8095
76.5450,100.5811,99.7422,100.5818
77.0006,100.3541,99.5164,100.3547
77.4562,100.1277,99.2913,100.1283
77.9119,99.9019,99.0668,99.9026
78.3675,99.6768,98.8430,99.6775
78.8231,99.4524,98.6199,99.4530
79.2787,99.2286,98.3974,99.2292
79.7344,99.0055,98.1756,99.0061
80.1900,98.7830,97.9545,98.7836
80.6456,98.5611,97.7340,98.5617
81.1012,98.3399,97.5141,98.3405
81.5569,98.1194,97.2949,98.1199
82.0125,97.8995,97.0763,97.9000
82.4681,97.6802,96.8584,97.6807
82.9237,97.4615,96.6412,97.4620
83.3794,97.2435,96.4245,97.2440
83.8350,97.0261,96.2085,97.0266
84.2906,96.8094,95.9932,96.8098
84.7462,96.5932,95.7785,96.5937
85.2019,96.3777,95.5644,96.3782
85.6575,96.1629,95.3509,96.1633
86.1131,95.9486,95.1381,95.9491
86.5687,95.7350,94.9259,95.7354
87.0244,95.5220,94.7144,95.5224
87.4800,95.3096,94.5034,95.3100
87.9356,95.0978,94.2931,95.0982
88.3912,94.8867,94.0834,94.8870
88.8469,94.6761,93.8743,94.6765
89.3025,94.4662,93.6659,94.4665
89.7581,94.2569,93.4580,94.2572
90.2137,94.0482,93.2508,94.0485
90.6694,93.8400,93.0441,93.8404
91.1250,93.6325,92.8381,93.6328
91.5806,93.4256,92.6327,93.4259
92.0362,93.2193,92.4279,93.2196
92.4919,93.0136,92.2237,93.0139
92.9475,92.8085,92.0201,92.8088
93.4031,92.6040,91.8171,92.6043
93.8587,92.4001,91.6147,92.4004
94.3144,92.1968,91.4129,92.1970
94.7700,91.9941,91.2117,91.9943
95.2256,91.7919,91.0111,91.7921
95.6812,91.5904,90.8111,91.5906
96.1369,91.3894,90.6116,91.3896
96.5925,91.1890,90.4128,91.1892
97.0481,90.9892,90.2145,90.9894
97.5037,90.7900,90.0168,90.7902
97.9594,90.5914,89.8197,90.5915
98.4150,90.3933,89.6232,90.3935
98.8706,90.1958,89.4273,90.1960
99.3262,89.9989,89.2319,89.9991
99.7819,89.8026,89.0371,89.8027
100.2375,89.6068,88.8429,89.6069
100.6931,89.4116,88.6493,89.4117
101.1487,89.2170,88.4562,89.2171
101.6044,89.0230,88.2637,89.0230
102.0600,88.8295,88.0718,88.8295
102.5156,88.6365,87.8804,88.6366
102.9712,88.4442,87.6896,88.4442
103.4269,88.2524,87.4994,88.2524
103.8825,88.0611,87.3097,88.0611
104.3381,87.8704,87.1206,87.8704
104.7938,87.6803,86.9320,87.6803
105.2494,87.4907,86.7440,87.4907
105.7050,87.3017,86.5566,87.3017
106.1606,87.1132,86.3697,87.1132
106.6162,86.9253,86.1833,86.9252
107.0719,86.7379,85.9975,86.7379
107.5275,86.5510,85.8122,86.5510
107.9831,86.3648,85.6275,86.3647
108.4387,86.1790,85.4434,86.1789
108.8944,85.9938,85.2597,85.9937
109.3500,85.8091,85.0766,85.8091
109.8056,85.6250,84.8941,85.6249
110.2613,85.4414,84.7121,85.4413
110.7169,85.2584,84.5306,85.2583
111.1725,85.0758,84.3497,85.0757
111.6281,84.8938,84.1693,84.8937
112.0837,84.7124,83.9894,84.7123
112.5394,84.5314,83.8101,84.5313
112.9950,84.3510,83.6312,84.3509
113.4506,84.1712,83.4530,84.1710
113.9062,83.9918,83.2752,83.9917
114.3619,83.8130,83.0979,83.8128
114.8175,83.6347,82.9212,83.6345
115.2731,83.4569,82.7450,83.4567
115.7287,83.2796,82.5693,83.2794
116.1844,83.1029,82.3942,83.1027
116.6400,82.9266,82.2195,82.9264
117.0956,82.7509,82.0454,82.7507
117.5512,82.5757,81.8718,82.5755
118.0069,82.4010,81.6987,82.4008
118.4625,82.2268,81.5261,82.2266
118.9181,82.0531,81.3540,82.0529
119.3737,81.8800,81.1824,81.8797
119.8294,81.7073,81.0113,81.7071
120.2850,81.5351,80.8407,81.5349
120.7406,81.3635,80.6706,81.3632
121.1962,81.1923,80.5011,81.1921
121.6519,81.0216,80.3320,81.0214
122.1075,80.8515,80.1634,80.8512
122.5631,80.6818,79.9953,80.6815
123.0187,80.5127,79.8277,80.5124
123.4744,80.3440,79.6606,80.3437
123.9300,80.1758,79.4940,80.1755
124.3856,80.0081,79.3279,80.0078
124.8412,79.8409,79.1623,79.8406
125.2969,79.6742,78.9972,79.6739
125.7525,79.5080,78.8325,79.5076
126.2081,79.3422,78.6684,79.3419
126.6637,79.1770,78.5047,79.1766
127.1194,79.0122,78.3415,79.0119
127.5750,78.8479,78.1787,78.8476
128.0306,78.6841,78.0165,78.6837
128.4862,78.5208,77.8547,78.5204
128.9419,78.3579,77.6935,78.3575
129.3975,78.1955,77.5326,78.1952
129.8531,78.0336,77.3723,78.0332
130.3088,77.8722,77.2124,77.8718
130.7644,77.7112,77.0530,77.7108
131.2200,77.5507,76.8941,77.5503
131.6756,77.3907,76.7356,77.3903
132.1312,77.2311,76.5776,77.2308
132.5869,77.0721,76.4201,77.0717
133.0425,76.9134,76.2630,76.9130
133.4981,76.7553,76.1064,76.7549
133.9537,76.5976,75.9503,76.5972
134.4094,76.4403,75.7946,76.4399
134.8650,76.2836,75.6394,76.2832
135.3206,76.1273,75.4846,76.1268
135.7762,75.9714,75.3303,75.9710
136.2319,75.8160,75.1764,75.8156
136.6875,75.6610,75.0230,75.6606
137.1431,75.5065,74.8701,75.5061
137.5987,75.3525,74.7176,75.3520
138.0544,75.1989,74.5655,75.1985
138.5100,75.0457,74.4139,75.0453
138.9656,74.8931,74.2627,74.8926
139.4212,74.7408,74.1120,74.7403
139.8769,74.5890,73.9617,74.5885
140.3325,74.4376,73.8119,74.4372
140.7881,74.2867,73.6625,74.2862
141.2437,74.1362,73.5136,74.1358
141.6994,73.9862,73.3651,73.9857
142.1550,73.8366,73.2170,73.8361
142.6106,73.6874,73.0693,73.6869
143.0662,73.5387,72.9221,73.5382
143.5219,73.3904,72.7754,73.3899
143.9775,73.2426,72.6290,73.2421
144.4331,73.0951,72.4831,73.0946
144.8887,72.9481,72.3376,72.9476
145.3444,72.8016,72.1926,72.8011
145.8000,72.6554,72.0479,72.6549
146.2556,72.5097,71.9037,72.5092
146.7112,72.3645,71.7600,72.3639
147.1669,72.2196,71.6166,72.2191
147.6225,72.0752,71.4737,72.0746
148.0781,71.9312,71.3311,71.9306
148.5337,71.7876,71.1891,71.7870
148.9894,71.6444,71.0474,71.6439
149.4450,71.5017,70.9061,71.5011
149.9006,71.3593,70.7653,71.3588
150.3562,71.2174,70.6248,71.2169
150.8119,71.0759,70.4848,71.0754
151.2675,70.9348,70.3452,70.9343
151.7231,70.7942,70.2060,70.7936
152.1787,70.6539,70.0673,70.6534
152.6344,70.5141,69.9289,70.5135
153.0900,70.3746,69.7909,70.3741
153.5456,70.2356,69.6533,70.2350
154.0012,70.0970,69.5162,70.0964
154.4569,69.9587,69.3794,69.9582
154.9125,69.8209,69.2431,69.8204
155.3681,69.6835,69.1071,69.6829
155.8237,69.5465,68.9716,69.5459
156.2794,69.4099,68.8364,69.4093
156.7350,69.2737,68.7017,69.2731
157.1906,69.1379,68.5673,69.1373
157.6462,69.0025,68.4334,69.0019
158.1019,68.8675,68.2998,68.8669
158.5575,68.7328,68.1666,68.7323
159.0131,68.5986,68.0338,68.5980
159.4687,68.4648,67.9014,68.4642
159.9244,68.3313,67.7694,68.3308
160.3800,68.1983,67.6378,68.1977
160.8356,68.0656,67.5066,68.0650
161.2912,67.9334,67.3757,67.9328
161.7469,67.8015,67.2453,67.8009
162.2025,67.6700,67.1152,67.6694
162.6581,67.5389,66.9855,67.5383
163.1137,67.4081,66.8562,67.4075
163.5694,67.2778,66.7273,67.2772
164.0250,67.1478,66.5987,67.1472
164.4806,67.0182,66.4706,67.0176
164.9362,66.8890,66.3428,66.8884
165.3919,66.7602,66.2153,66.7596
165.8475,66.6318,66.0883,66.6312
166.3031,66.5037,65.9616,66.5031
166.7587,66.3760,65.8353,66.3754
167.2144,66.2487,65.7094,66.2481
167.6700,66.1217,65.5839,66.1211
168.1256,65.9952,65.4587,65.9945
168.5812,65.8689,65.3339,65.8683
169.0369,65.7431,65.2094,65.7425
169.4925,65.6176,65.0853,65.6170
169.9481,65.4925,64.9616,65.4919
170.4037,65.3678,64.8382,65.3672
170.8594,65.2434,64.7152,65.2428
171.3150,65.1194,64.5926,65.1188
171.7706,64.9958,64.4703,64.9952
172.2262,64.8725,64.3484,64.8719
172.6819,64.7496,64.2269,64.7490
173.1375,64.6270,64.1057,64.6264
173.5931,64.5048,63.9849,64.5042
174.0487,64.3830,63.8644,64.3824
174.5044,64.2615,63.7442,64.2609
174.9600,64.1404,63.6245,64.1397
175.4156,64.0196,63.5050,64.0190
175.8713,63.8992,63.3860,63.8986
176.3269,63.7791,63.2673,63.7785
176.7825,63.6594,63.1489,63.6588
177.2381,63.5401,63.0309,63.5394
177.6937,63.4210,62.9132,63.4204
178.1494,63.3024,62.7959,63.3017
178.6050,63.1841,62.6789,63.1834
179.0606,63.0661,62.5622,63.0654
179.5162,62.9485,62.4459,62.9478
179.9719,62.8312,62.3300,62.8305
180.4275,62.7143,62.2144,62.7136
180.8831,62.5977,62.0991,62.5970
181.3387,62.4814,61.9841,62.4808
181.7944,62.3655,61.8695,62.3648
182.2500,62.2499,61.7553,62.2493
182.7056,62.1347,61.6414,62.1340
183.1612,62.0198,61.5278,62.0191
183.6169,61.9052,61.4145,61.9046
184.0725,61.7910,61.3016,61.7904
184.5281,61.6771,61.1890,61.6765
184.9837,61.5636,61.0767,61.5629
185.4394,61.4504,60.9648,61.4497
185.8950,61.3375,60.8532,61.3368
186.3506,61.2249,60.7420,61.2243
186.8062,61.1127,60.6310,61.1120
187.2619,61.0008,60.5204,61.0001
187.7175,60.8892,60.4101,60.8886
188.1731,60.7780,60.3001,60.7773
188.6287,60.6671,60.1905,60.6664
189.0844,60.5565,60.0812,60.5558
189.5400,60.4462,59.9722,60.4455
189.9956,60.3363,59.8635,60.3356
190.4512,60.2266,59.7551,60.2260
190.9069,60.1173,59.6471,60.1167
191.3625,60.0084,59.5394,60.0077
191.8181,59.8997,59.4320,59.8990
192.2737,59.7914,59.3249,59.7907
192.7294,59.6833,59.2181,59.6827
193.1850,59.5756,59.1116,59.5750
193.6406,59.4682,59.0055,59.4676
194.0962,59.3612,58.8996,59.3605
194.5519,59.2544,58.7941,59.2537
195.0075,59.1479,58.6889,59.1473
195.4631,59.0418,58.5840,59.0411
195.9187,58.9360,58.4794,58.9353
196.3744,58.8305,58.3751,58.8298
196.8300,58.7253,58.2711,58.7246
197.2856,58.6204,58.1674,58.6197
197.7412,58.5158,58.0641,58.5151
198.1969,58.4115,57.9610,58.4108
198.6525,58.3075,57.8582,58.3068
199.1081,58.2038,57.7558,58.2032
199.5637,58.1005,57.6536,58.0998
200.0194,57.9974,57.5518,57.9967
200.4750,57.8946,57.4502,57.8940
200.9306,57.7922,57.3489,57.7915
201.3862,57.6900,57.2480,57.6894
201.8419,57.5882,57.1473,57.5875
202.2975,57.4866,57.0469,57.4859
202.7531,57.3853,56.9469,57.3847
203.2087,57.2844,56.8471,57.2837
203.6644,57.1837,56.7476,57.1830
204.1200,57.0833,56.6484,57.0826
204.5756,56.9832,56.5495,56.9826
205.0312,56.8834,56.4509,56.8828
205.4869,56.7839,56.3526,56.7833
205.9425,56.6847,56.2545,56.6841
206.3981,56.5858,56.1568,56.5852
206.8537,56.4872,56.0593,56.4865
207.3094,56.3889,55.9621,56.3882
207.7650,56.2908,55.8653,56.2902
208.2206,56.1931,55.7687,56.1924
208.6762,56.0956,55.6723,56.0949
209.1319,55.9984,55.5763,55.9977
209.5875,55.9015,55.4806,55.9008
210.0431,55.8049,55.3851,55.8042
210.4987,55.7086,55.2899,55.7079
210.9544,55.6125,55.1950,55.6118
211.4100,55.5167,55.1004,55.5161
211.8656,55.4213,55.0060,55.4206
212.3212,55.3260,54.9119,55.3254
212.7769,55.2311,54.8181,55.2305
213.2325,55.1365,54.7246,55.1358
213.6881,55.0421,54.6314,55.0414
214.1437,54.9480,54.5384,54.9473
214.5994,54.8542,54.4457,54.8535
215.0550,54.7606,54.3533,54.7600
215.5106,54.6674,54.2611,54.6667
215.9662,54.5744,54.1692,54.5737
216.4219,54.4817,54.0776,54.4810
216.8775,54.3892,53.9863,54.3885
217.3331,54.2970,53.8952,54.2964
217.7887,54.2051,53.8044,54.2045
218.2444,54.1135,53.7139,54.1128
218.7000,54.0221,53.6236,54.0214
219.1556,53.9310,53.5336,53.9303
219.6112,53.8402,53.4438,53.8395
220.0669,53.7496,53.3543,53.7489
220.5225,53.6593,53.2651,53.6586
220.9781,53.5693,53.1762,53.5686
221.4337,53.4795,53.0875,53.4788
221.8894,53.3900,52.9990,53.3893
222.3450,53.3007,52.9109,53.3001
222.8006,53.2117,52.8230,53.2111
223.2562,53.1230,52.7353,53.1224
223.7119,53.0345,52.6479,53.0339
224.1675,52.9463,52.5608,52.9457
224.6231,52.8584,52.4739,52.8578
225.0787,52.7707,52.3873,52.7701
225.5344,52.6833,52.3009,52.6826
225.9900,52.5961,52.2148,52.5955
226.4456,52.5092,52.1289,52.5085
226.9012,52.4225,52.0433,52.4219
227.3569,52.3361,51.9579,52.3355
227.8125,52.2500,51.8728,52.2493
228.2681,52.1641,51.7880,52.1634
228.7237,52.0784,51.7034,52.0778
229.1794,51.9930,51.6190,51.9924
229.6350,51.9079,51.5349,51.9072
230.0906,51.8230,51.4510,51.8223
230.5462,51.7383,51.3674,51.7377
231.0019,51.6539,51.2840,51.6533
231.4575,51.5698,51.2009,51.5691
231.9131,51.4859,51.1180,51.4852
232.3687,51.4022,51.0354,51.4016
232.8244,51.3188,50.9530,51.3181
233.2800,51.2356,50.8708,51.2350
233.7356,51.1527,50.7889,51.1520
234.1912,51.0700,50.7072,51.0694
234.6469,50.9876,50.6258,50.9869
235.1025,50.9054,50.5446,50.9047
235.5581,50.8234,50.4636,50.8228
236.0137,50.7417,50.3829,50.7411
236.4694,50.6602,50.3024,50.6596
236.9250,50.5790,50.2222,50.5783
237.3806,50.4980,50.1422,50.4974
237.8362,50.4172,50.0624,50.4166
238.2919,50.3367,49.9829,50.3361
238.7475,50.2564,49.9036,50.2558
239.2031,50.1764,49.8245,50.1757
239.6587,50.0965,49.7457,50.0959
240.1144,50.0170,49.6671,50.0163
240.5700,49.9376,49.5887,49.9370
241.0256,49.8585,49.5106,49.8579
241.4812,49.7796,49.4326,49.7790
241.9369,49.7010,49.3550,49.7003
242.3925,49.6225,49.2775,49.6219
242.8481,49.5443,49.2003,49.5437
243.3037,49.4664,49.1233,49.4658
243.7594,49.3886,49.0465,49.3880
244.2150,49.3111,48.9699,49.3105
244.6706,49.2339,48.8936,49.2332
245.1262,49.1568,48.8175,49.1562
245.5819,49.0800,48.7416,49.0794
246.0375,49.0034,48.6660,49.0028
246.4931,48.9270,48.5906,48.9264
246.9487,48.8509,48.5153,48.8503
247.4044,48.7749,48.4404,48.7743
247.8600,48.6992,48.3656,48.6986
248.3156,48.6237,48.2910,48.6231
248.7712,48.5485,48.2167,48.5479
249.2269,48.4735,48.1426,48.4728
249.6825,48.3986,48.0687,48.3980
250.1381,48.3240,47.9950,48.3234
250.5938,48.2497,47.9216,48.2491
251.0494,48.1755,47.8483,48.1749
251.5050,48.1015,47.7753,48.1010
251.9606,48.0278,47.7025,48.0272
252.4162,47.9543,47.6299,47.9537
252.8719,47.8810,47.5575,47.8804
253.3275,47.8079,47.4853,47.8073
253.7831,47.7351,47.4134,47.7345
254.2387,47.6624,47.3416,47.6618
254.6944,47.5900,47.2701,47.5894
255.1500,47.5178,47.1988,47.5172
255.6056,47.4457,47.1277,47.4452
256.0612,47.3739,47.0568,47.3734
256.5169,47.3024,46.9861,47.3018
256.9725,47.2310,46.9156,47.2304
257.4281,47.1598,46.8453,47.1592
257.8837,47.0888,46.7752,47.0883
258.3394,47.0181,46.7053,47.0175
258.7950,46.9475,46.6357,46.9470
259.2506,46.8772,46.5662,46.8766
259.7062,46.8071,46.4969,46.8065
260.1619,46.7371,46.4279,46.7366
260.6175,46.6674,46.3590,46.6668
261.0731,46.5979,46.2904,46.5973
261.5287,46.5286,46.2219,46.5280
261.9844,46.4595,46.1537,46.4589
262.4400,46.3906,46.0857,46.3900
262.8956,46.3219,46.0178,46.3213
263.3512,46.2534,45.9502,46.2528
263.8069,46.1851,45.8827,46.1845
264.2625,46.1170,45.8155,46.1164
264.7181,46.0491,45.7484,46.0485
265.1737,45.9814,45.6816,45.9808
265.6294,45.9139,45.6149,45.9133
266.0850,45.8466,45.5485,45.8460
266.5406,45.7794,45.4822,45.7789
266.9962,45.7125,45.4161,45.7120
267.4519,45.6458,45.3502,45.6453
267.9075,45.5793,45.2846,45.5787
268.3631,45.5130,45.2191,45.5124
268.8187,45.4469,45.1538,45.4463
269.2744,45.3809,45.0887,45.3804
269.7300,45.3152,45.0238,45.3146
270.1856,45.2496,44.9590,45.2491
270.6413,45.1843,44.8945,45.1837
271.0969,45.1191,44.8302,45.1186
271.5525,45.0541,44.7660,45.0536
272.0081,44.9894,44.7020,44.9888
272.4637,44.9248,44.6383,44.9242
272.9194,44.8604,44.5747,44.8598
273.3750,44.7962,44.5113,44.7956
273.8306,44.7321,44.4481,44.7316
274.2862,44.6683,44.3850,44.6678
274.7419,44.6047,44.3222,44.6041
275.1975,44.5412,44.2595,44.5407
275.6531,44.4779,44.1970,44.4774
276.1087,44.4148,44.1348,44.4143
276.5644,44.3519,44.0726,44.3514
277.0200,44.2892,44.0107,44.2887
277.4756,44.2267,43.9490,44.2261
277.9312,44.1643,43.8874,44.1638
278.3869,44.1022,43.8260,44.1016
278.8425,44.0402,43.7648,44.0396
279.2981,43.9784,43.7038,43.9778
279.7537,43.9167,43.6430,43.9162
280.2094,43.8553,43.5823,43.8548
280.6650,43.7940,43.5218,43.7935
281.1206,43.7330,43.4615,43.7324
281.5762,43.6721,43.4014,43.6715
282.0319,43.6113,43.3414,43.6108
282.4875,43.5508,43.2817,43.5503
282.9431,43.4904,43.2220,43.4899
283.3987,43.4302,43.1626,43.4297
283.8544,43.3702,43.1034,43.3697
284.3100,43.3104,43.0443,43.3099
284.7656,43.2507,42.9854,43.2502
285.2212,43.1912,42.9267,43.1907
285.6769,43.1319,42.8681,43.1314
286.1325,43.0728,42.8097,43.0723
286.5881,43.0138,42.7515,43.0133
287.0437,42.9550,42.6935,42.9545
287.4994,42.8964,42.6356,42.8959
287.9550,42.8380,42.5779,42.8375
288.4106,42.7797,42.5204,42.7792
288.8662,42.7216,42.4630,42.7211
289.3219,42.6637,42.4058,42.6632
289.7775,42.6059,42.3488,42.6054
290.2331,42.5483,42.2919,42.5478
290.6887,42.4909,42.2352,42.4904
291.1444,42.4337,42.1787,42.4331
291.6000,42.3766,42.1223,42.3761
292.0556,42.3196,42.0661,42.3191
292.5112,42.2629,42.0101,42.2624
292.9669,42.2063,41.9543,42.2058
293.4225,42.1499,41.8986,42.1494
293.8781,42.0936,41.8430,42.0931
294.3337,42.0376,41.7876,42.0371
294.7894,41.9816,41.7324,41.9811
295.2450,41.9259,41.6774,41.9254
295.7006,41.8703,41.6225,41.8698
296.1562,41.8148,41.5678,41.8144
296.6119,41.7596,41.5132,41.7591
297.0675,41.7045,41.4588,41.7040
297.5231,41.6495,41.4046,41.6490
297.9787,41.5947,41.3505,41.5943
298.4344,41.5401,41.2966,41.5396
298.8900,41.4857,41.2428,41.4852
299.3456,41.4314,41.1892,41.4309
299.8012,41.4076,41.1658,41.4072
