Time (s), T1, T2, T3
67.4325,105.3359,104.3593,105.3364
67.7362,105.1752,104.1993,105.1757
68.0400,105.0148,104.0396,105.0154
68.3437,104.8547,103.8803,104.8553
68.6475,104.6950,103.7213,104.6955
68.9513,104.5355,103.5626,104.5360
69.2550,104.3764,103.4042,104.3769
69.5587,104.2175,103.2461,104.2180
69.8625,104.0590,103.0883,104.0595
70.1662,103.9008,102.9309,103.9013
70.4700,103.7429,102.7737,103.7433
70.7737,103.5852,102.6169,103.5857
71.0775,103.4279,102.4604,103.4284
71.3812,103.2709,102.3042,103.2713
71.6850,103.1142,102.1483,103.1146
71.9887,102.9578,101.9927,102.9582
72.2925,102.8017,101.8374,102.8021
72.5962,102.6459,101.6824,102.6463
72.9000,102.4904,101.5277,102.4908
73.2037,102.3352,101.3734,102.3355
73.5075,102.1803,101.2193,102.1806
73.8113,102.0257,101.0656,102.0260
74.1150,101.8713,100.9121,101.8717
74.4188,101.7173,100.7590,101.7177
74.7225,101.5636,100.6061,101.5639
75.0262,101.4102,100.4536,101.4105
75.3300,101.2571,100.3014,101.2574
75.6338,101.1042,100.1494,101.1045
75.9375,100.9517,99.9978,100.9520
76.2412,100.7995,99.8464,100.7998
76.5450,100.6475,99.6954,100.6478
76.8487,100.4959,99.5447,100.4961
77.1525,100.3445,99.3942,100.3448
77.4562,100.1935,99.2441,100.1937
77.7600,100.0427,99.0942,100.0429
78.0637,99.8922,98.9447,99.8924
78.3675,99.7420,98.7954,99.7422
78.6712,99.5921,98.6465,99.5923
78.9750,99.4425,98.4978,99.4427
79.2788,99.2932,98.3494,99.2933
79.5825,99.1441,98.2014,99.1443
79.8862,98.9954,98.0536,98.9955
80.1900,98.8469,97.9061,98.8471
80.4937,98.6987,97.7589,98.6989
80.7975,98.5509,97.6120,98.5510
81.1012,98.4033,97.4653,98.4034
81.4050,98.2559,97.3190,98.2560
81.7087,98.1089,97.1730,98.1090
82.0125,97.9622,97.0272,97.9622
82.3162,97.8157,96.8817,97.8158
82.6200,97.6695,96.7366,97.6696
82.9237,97.5236,96.5917,97.5237
83.2275,97.3780,96.4471,97.3781
83.5312,97.2327,96.3027,97.2327
83.8350,97.0876,96.1587,97.0876
84.1388,96.9428,96.0149,96.9429
84.4425,96.7984,95.8715,96.7984
84.7463,96.6541,95.7283,96.6541
85.0500,96.5102,95.5854,96.5102
85.3537,96.3666,95.4428,96.3665
85.6575,96.2232,95.3004,96.2232
85.9613,96.0801,95.1584,96.0800
86.2650,95.9373,95.0166,95.9372
86.5687,95.7947,94.8751,95.7947
86.8725,95.6524,94.7339,95.6524
87.1762,95.5104,94.5929,95.5104
87.4800,95.3687,94.4523,95.3686
87.7837,95.2273,94.3119,95.2272
88.0875,95.0861,94.1718,95.0860
88.3912,94.9452,94.0319,94.9451
88.6950,94.8046,93.8924,94.8045
88.9987,94.6642,93.7531,94.6641
89.3025,94.5241,93.6141,94.5240
89.6063,94.3843,93.4754,94.3842
89.9100,94.2448,93.3369,94.2447
90.2137,94.1055,93.1987,94.1054
90.5175,93.9665,93.0608,93.9664
90.8212,93.8278,92.9232,93.8276
91.1250,93.6893,92.7858,93.6892
91.4287,93.5512,92.6487,93.5510
91.7325,93.4132,92.5119,93.4130
92.0362,93.2756,92.3753,93.2754
92.3400,93.1382,92.2390,93.1380
92.6437,93.0011,92.1030,93.0008
92.9475,92.8642,91.9672,92.8640
93.2512,92.7276,91.8318,92.7274
93.5550,92.5913,91.6965,92.5910
93.8587,92.4552,91.5616,92.4550
94.1625,92.3194,91.4269,92.3192
94.4663,92.1839,91.2925,92.1836
94.7700,92.0486,91.1583,92.0483
95.0737,91.9136,91.0244,91.9133
95.3775,91.7789,90.8908,91.7786
95.6812,91.6444,90.7574,91.6441
95.9850,91.5101,90.6243,91.5098
96.2887,91.3762,90.4915,91.3759
96.5925,91.2425,90.3589,91.2421
96.8962,91.1090,90.2266,91.1087
97.2000,90.9758,90.0945,90.9755
97.5037,90.8429,89.9628,90.8426
97.8075,90.7102,89.8312,90.7099
98.1112,90.5778,89.6999,90.5775
98.4150,90.4457,89.5689,90.4453
98.7188,90.3138,89.4382,90.3134
99.0225,90.1821,89.3077,90.1817
99.3262,90.0507,89.1774,90.0503
99.6300,89.9196,89.0474,89.9192
99.9338,89.7887,88.9177,89.7883
100.2375,89.6581,88.7882,89.6577
100.5413,89.5277,88.6590,89.5273
100.8450,89.3976,88.5300,89.3972
101.1487,89.2677,88.4013,89.2673
101.4525,89.1381,88.2728,89.1377
101.7562,89.0088,88.1446,89.0083
102.0600,88.8797,88.0167,88.8792
102.3637,88.7508,87.8890,88.7503
102.6675,88.6222,87.7615,88.6217
102.9712,88.4938,87.6343,88.4934
103.2750,88.3657,87.5074,88.3653
103.5787,88.2379,87.3807,88.2374
103.8825,88.1103,87.2542,88.1098
104.1862,87.9829,87.1280,87.9824
104.4900,87.8558,87.0021,87.8553
104.7938,87.7289,86.8764,87.7284
105.0975,87.6023,86.7509,87.6018
105.4013,87.4759,86.6257,87.4754
105.7050,87.3498,86.5007,87.3492
106.0087,87.2239,86.3760,87.2234
106.3125,87.0982,86.2515,87.0977
106.6162,86.9728,86.1273,86.9723
106.9200,86.8477,86.0033,86.8471
107.2237,86.7228,85.8796,86.7222
107.5275,86.5981,85.7561,86.5976
107.8312,86.4737,85.6328,86.4731
108.1350,86.3495,85.5098,86.3489
108.4387,86.2256,85.3871,86.2250
108.7425,86.1019,85.2645,86.1013
109.0462,85.9784,85.1423,85.9778
109.3500,85.8552,85.0202,85.8546
109.6537,85.7322,84.8984,85.7316
109.9575,85.6095,84.7768,85.6089
110.2613,85.4870,84.6555,85.4864
110.5650,85.3647,84.5344,85.3641
110.8688,85.2427,84.4136,85.2421
111.1725,85.1209,84.2930,85.1203
111.4762,84.9993,84.1726,84.9987
111.7800,84.8780,84.0525,84.8774
112.0837,84.7569,83.9326,84.7563
112.3875,84.6361,83.8129,84.6355
112.6912,84.5155,83.6935,84.5148
112.9950,84.3951,83.5743,84.3945
113.2987,84.2750,83.4553,84.2743
113.6025,84.1551,83.3366,84.1544
113.9062,84.0354,83.2181,84.0347
114.2100,83.9160,83.0999,83.9153
114.5137,83.7968,82.9818,83.7961
114.8175,83.6778,82.8640,83.6771
115.1213,83.5590,82.7465,83.5583
115.4250,83.4405,82.6292,83.4398
115.7288,83.3223,82.5121,83.3215
116.0325,83.2042,82.3952,83.2035
116.3362,83.0864,82.2785,83.0857
116.6400,82.9688,82.1621,82.9681
116.9437,82.8514,82.0460,82.8507
117.2475,82.7343,81.9300,82.7336
117.5512,82.6174,81.8143,82.6167
117.8550,82.5007,81.6988,82.5000
118.1587,82.3843,81.5835,82.3835
118.4625,82.2680,81.4685,82.2673
118.7662,82.1520,81.3537,82.1513
119.0700,82.0363,81.2391,82.0355
119.3737,81.9207,81.1247,81.9200
119.6775,81.8054,81.0106,81.8046
119.9812,81.6903,80.8967,81.6895
120.2850,81.5754,80.7830,81.5746
120.5888,81.4608,80.6695,81.4600
120.8925,81.3463,80.5563,81.3456
121.1962,81.2321,80.4432,81.2314
121.5000,81.1182,80.3304,81.1174
121.8037,81.0044,80.2179,81.0036
122.1075,80.8909,80.1055,80.8901
122.4112,80.7776,79.9934,80.7767
122.7150,80.6645,79.8815,80.6637
123.0187,80.5516,79.7698,80.5508
123.3225,80.4389,79.6583,80.4381
123.6262,80.3265,79.5470,80.3257
123.9300,80.2143,79.4360,80.2135
124.2337,80.1023,79.3252,80.1015
124.5375,79.9905,79.2146,79.9897
124.8412,79.8789,79.1042,79.8781
125.1450,79.7676,78.9940,79.7668
125.4488,79.6565,78.8841,79.6556
125.7525,79.5456,78.7744,79.5447
126.0563,79.4349,78.6648,79.4340
126.3600,79.3244,78.5555,79.3235
126.6637,79.2141,78.4465,79.2133
126.9675,79.1041,78.3376,79.1032
127.2712,78.9942,78.2289,78.9934
127.5750,78.8846,78.1205,78.8838
127.8787,78.7752,78.0123,78.7743
128.1825,78.6660,77.9042,78.6652
128.4863,78.5571,77.7964,78.5562
128.7900,78.4483,77.6888,78.4474
129.0937,78.3397,77.5815,78.3388
129.3975,78.2314,77.4743,78.2305
129.7012,78.1233,77.3673,78.1224
130.0050,78.0153,77.2606,78.0144
130.3088,77.9076,77.1540,77.9067
130.6125,77.8001,77.0477,77.7992
130.9162,77.6928,76.9416,77.6919
131.2200,77.5857,76.8357,77.5848
131.5237,77.4789,76.7300,77.4780
131.8275,77.3722,76.6245,77.3713
132.1312,77.2658,76.5192,77.2648
132.4350,77.1595,76.4141,77.1586
132.7387,77.0535,76.3092,77.0525
133.0425,76.9476,76.2046,76.9467
133.3462,76.8420,76.1001,76.8411
133.6500,76.7366,75.9959,76.7356
133.9537,76.6314,75.8918,76.6304
134.2575,76.5264,75.7880,76.5254
134.5613,76.4215,75.6843,76.4206
134.8650,76.3169,75.5809,76.3160
135.1687,76.2125,75.4776,76.2116
135.4725,76.1083,75.3746,76.1074
135.7763,76.0044,75.2718,76.0034
136.0800,75.9006,75.1691,75.8996
136.3837,75.7970,75.0667,75.7960
136.6875,75.6936,74.9645,75.6926
136.9912,75.5904,74.8625,75.5895
137.2950,75.4874,74.7606,75.4865
137.5987,75.3847,74.6590,75.3837
137.9025,75.2821,74.5576,75.2811
138.2063,75.1797,74.4564,75.1787
138.5100,75.0775,74.3553,75.0765
138.8137,74.9755,74.2545,74.9746
139.1175,74.8738,74.1539,74.8728
139.4212,74.7722,74.0535,74.7712
139.7250,74.6708,73.9532,74.6698
140.0288,74.5696,73.8532,74.5686
140.3325,74.4686,73.7534,74.4676
140.6362,74.3678,73.6537,74.3668
140.9400,74.2672,73.5543,74.2662
141.2438,74.1668,73.4550,74.1658
141.5475,74.0666,73.3560,74.0656
141.8512,73.9666,73.2571,73.9656
142.1550,73.8668,73.1584,73.8658
142.4587,73.7672,73.0599,73.7662
142.7625,73.6678,72.9617,73.6668
143.0662,73.5685,72.8636,73.5675
143.3700,73.4695,72.7657,73.4685
143.6738,73.3707,72.6680,73.3696
143.9775,73.2720,72.5705,73.2710
144.2812,73.1736,72.4732,73.1725
144.5850,73.0753,72.3760,73.0743
144.8887,72.9772,72.2791,72.9762
145.1925,72.8793,72.1824,72.8783
145.4963,72.7817,72.0858,72.7806
145.8000,72.6842,71.9894,72.6831
146.1037,72.5869,71.8933,72.5858
146.4075,72.4897,71.7973,72.4887
146.7112,72.3928,71.7015,72.3918
147.0150,72.2961,71.6059,72.2950
147.3187,72.1995,71.5104,72.1985
147.6225,72.1032,71.4152,72.1021
147.9262,72.0070,71.3202,72.0059
148.2300,71.9110,71.2253,71.9099
148.5337,71.8152,71.1306,71.8141
148.8375,71.7196,71.0361,71.7185
149.1413,71.6242,70.9418,71.6231
149.4450,71.5289,70.8477,71.5279
149.7487,71.4339,70.7538,71.4328
150.0525,71.3390,70.6600,71.3379
150.3562,71.2443,70.5665,71.2433
150.6600,71.1498,70.4731,71.1488
150.9638,71.0555,70.3799,71.0545
151.2675,70.9614,70.2869,70.9603
151.5712,70.8674,70.1941,70.8664
151.8750,70.7737,70.1014,70.7726
152.1787,70.6801,70.0090,70.6790
152.4825,70.5867,69.9167,70.5856
152.7862,70.4935,69.8246,70.4924
153.0900,70.4005,69.7327,70.3994
153.3937,70.3076,69.6409,70.3065
153.6975,70.2150,69.5494,70.2139
154.0012,70.1225,69.4580,70.1214
154.3050,70.0302,69.3668,70.0291
154.6087,69.9380,69.2758,69.9370
154.9125,69.8461,69.1849,69.8450
155.2163,69.7543,69.0942,69.7532
155.5200,69.6627,69.0038,69.6617
155.8237,69.5713,68.9135,69.5703
156.1275,69.4801,68.8233,69.4790
156.4313,69.3891,68.7334,69.3880
156.7350,69.2982,68.6436,69.2971
157.0387,69.2075,68.5540,69.2064
157.3425,69.1170,68.4646,69.1159
157.6462,69.0266,68.3753,69.0255
157.9500,68.9365,68.2863,68.9354
158.2537,68.8465,68.1974,68.8454
158.5575,68.7567,68.1086,68.7556
158.8612,68.6670,68.0201,68.6659
159.1650,68.5776,67.9317,68.5765
159.4687,68.4883,67.8435,68.4872
159.7725,68.3992,67.7555,68.3981
160.0762,68.3102,67.6676,68.3091
160.3800,68.2215,67.5800,68.2204
160.6838,68.1329,67.4924,68.1318
160.9875,68.0445,67.4051,68.0434
161.2912,67.9562,67.3179,67.9551
161.5950,67.8682,67.2309,67.8670
161.8987,67.7803,67.1441,67.7791
162.2025,67.6925,67.0575,67.6914
162.5062,67.6050,66.9710,67.6039
162.8100,67.5176,66.8847,67.5165
163.1137,67.4304,66.7985,67.4293
163.4175,67.3433,66.7126,67.3422
163.7212,67.2564,66.6268,67.2553
164.0250,67.1697,66.5411,67.1686
164.3288,67.0832,66.4557,67.0821
164.6325,66.9968,66.3704,66.9957
164.9362,66.9106,66.2852,66.9095
165.2400,66.8246,66.2003,66.8235
165.5437,66.7388,66.1155,66.7376
165.8475,66.6531,66.0308,66.6519
166.1513,66.5675,65.9464,66.5664
166.4550,66.4822,65.8621,66.4811
166.7587,66.3970,65.7779,66.3959
167.0625,66.3120,65.6940,66.3108
167.3662,66.2271,65.6102,66.2260
167.6700,66.1424,65.5265,66.1413
167.9737,66.0579,65.4431,66.0568
168.2775,65.9735,65.3597,65.9724
168.5812,65.8893,65.2766,65.8882
168.8850,65.8053,65.1936,65.8042
169.1887,65.7214,65.1108,65.7203
169.4925,65.6377,65.0281,65.6366
169.7962,65.5542,64.9456,65.5531
170.1000,65.4708,64.8633,65.4697
170.4037,65.3876,64.7811,65.3865
170.7075,65.3045,64.6991,65.3034
171.0112,65.2217,64.6173,65.2205
171.3150,65.1389,64.5356,65.1378
171.6188,65.0564,64.4541,65.0552
171.9225,64.9740,64.3727,64.9728
172.2262,64.8917,64.2915,64.8906
172.5300,64.8096,64.2104,64.8085
172.8337,64.7277,64.1296,64.7266
173.1375,64.6460,64.0488,64.6448
173.4412,64.5644,63.9683,64.5632
173.7450,64.4829,63.8878,64.4818
174.0487,64.4016,63.8076,64.4005
174.3525,64.3205,63.7275,64.3194
174.6562,64.2395,63.6476,64.2384
174.9600,64.1587,63.5678,64.1576
175.2637,64.0781,63.4882,64.0770
175.5675,63.9976,63.4087,63.9965
175.8713,63.9173,63.3294,63.9161
176.1750,63.8371,63.2502,63.8360
176.4787,63.7571,63.1712,63.7560
176.7825,63.6772,63.0924,63.6761
177.0863,63.5975,63.0137,63.5964
177.3900,63.5180,62.9351,63.5168
177.6937,63.4386,62.8568,63.4374
177.9975,63.3593,62.7785,63.3582
178.3012,63.2802,62.7005,63.2791
178.6050,63.2013,62.6225,63.2002
178.9087,63.1225,62.5448,63.1214
179.2125,63.0439,62.4672,63.0428
179.5163,62.9654,62.3897,62.9643
179.8200,62.8871,62.3124,62.8860
180.1237,62.8090,62.2352,62.8078
180.4275,62.7310,62.1582,62.7298
180.7312,62.6531,62.0814,62.6520
181.0350,62.5754,62.0047,62.5743
181.3388,62.4979,61.9281,62.4967
181.6425,62.4205,61.8517,62.4193
181.9462,62.3432,61.7754,62.3421
182.2500,62.2661,61.6993,62.2650
182.5537,62.1892,61.6234,62.1880
182.8575,62.1124,61.5476,62.1112
183.1612,62.0357,61.4719,62.0346
183.4650,61.9592,61.3964,61.9581
183.7687,61.8829,61.3211,61.8818
184.0725,61.8067,61.2458,61.8056
184.3762,61.7306,61.1708,61.7295
184.6800,61.6547,61.0959,61.6536
184.9837,61.5790,61.0211,61.5779
185.2875,61.5034,60.9465,61.5023
185.5912,61.4279,60.8720,61.4268
185.8950,61.3526,60.7977,61.3515
186.1987,61.2775,60.7235,61.2763
186.5025,61.2025,60.6495,61.2013
186.8063,61.1276,60.5756,61.1265
187.1100,61.0529,60.5018,61.0518
187.4137,60.9783,60.4282,60.9772
187.7175,60.9039,60.3548,60.9028
188.0212,60.8296,60.2814,60.8285
188.3250,60.7555,60.2083,60.7543
188.6287,60.6815,60.1353,60.6803
188.9325,60.6076,60.0624,60.6065
189.2362,60.5339,59.9896,60.5328
189.5400,60.4604,59.9170,60.4592
189.8438,60.3870,59.8446,60.3858
190.1475,60.3137,59.7723,60.3126
190.4512,60.2406,59.7001,60.2394
190.7550,60.1676,59.6281,60.1665
191.0587,60.0947,59.5562,60.0936
191.3625,60.0220,59.4845,60.0209
191.6662,59.9495,59.4128,59.9484
191.9700,59.8771,59.3414,59.8759
192.2738,59.8048,59.2701,59.8037
192.5775,59.7327,59.1989,59.7315
192.8812,59.6607,59.1278,59.6596
193.1850,59.5888,59.0569,59.5877
193.4887,59.5171,58.9862,59.5160
193.7925,59.4456,58.9155,59.4444
194.0962,59.3741,58.8451,59.3730
194.4000,59.3028,58.7747,59.3017
194.7037,59.2317,58.7045,59.2306
195.0075,59.1607,58.6344,59.1596
195.3112,59.0898,58.5645,59.0887
195.6150,59.0191,58.4947,59.0180
195.9187,58.9485,58.4250,58.9474
196.2225,58.8780,58.3555,58.8769
196.5263,58.8077,58.2861,58.8066
196.8300,58.7375,58.2169,58.7364
197.1337,58.6675,58.1478,58.6664
197.4375,58.5976,58.0788,58.5965
197.7412,58.5278,58.0100,58.5267
198.0450,58.4582,57.9413,58.4571
198.3487,58.3887,57.8727,58.3876
198.6525,58.3193,57.8042,58.3182
198.9562,58.2501,57.7359,58.2490
199.2600,58.1810,57.6678,58.1799
199.5637,58.1121,57.5997,58.1110
199.8675,58.0433,57.5318,58.0422
200.1712,57.9746,57.4641,57.9735
200.4750,57.9060,57.3964,57.9049
200.7788,57.8376,57.3289,57.8365
201.0825,57.7693,57.2616,57.7682
201.3863,57.7012,57.1943,57.7001
201.6900,57.6332,57.1272,57.6321
201.9937,57.5653,57.0603,57.5642
202.2975,57.4976,56.9934,57.4964
202.6012,57.4299,56.9267,57.4288
202.9050,57.3625,56.8601,57.3614
203.2087,57.2951,56.7937,57.2940
203.5125,57.2279,56.7274,57.2268
203.8162,57.1608,56.6612,57.1597
204.1200,57.0938,56.5951,57.0927
204.4237,57.0270,56.5292,57.0259
204.7275,56.9603,56.4634,56.9592
205.0312,56.8938,56.3977,56.8927
205.3350,56.8273,56.3322,56.8262
205.6388,56.7610,56.2668,56.7599
205.9425,56.6949,56.2015,56.6938
206.2463,56.6288,56.1363,56.6277
206.5500,56.5629,56.0713,56.5618
206.8537,56.4971,56.0064,56.4960
207.1575,56.4315,55.9416,56.4304
207.4612,56.3659,55.8770,56.3648
207.7650,56.3005,55.8125,56.2994
208.0687,56.2353,55.7481,56.2342
208.3725,56.1701,55.6838,56.1690
208.6762,56.1051,55.6197,56.1040
208.9800,56.0402,55.5557,56.0391
209.2837,55.9755,55.4918,55.9744
209.5875,55.9108,55.4280,55.9097
209.8912,55.8463,55.3644,55.8452
210.1950,55.7819,55.3009,55.7808
210.4988,55.7177,55.2375,55.7166
210.8025,55.6535,55.1742,55.6525
211.1063,55.5895,55.1111,55.5885
211.4100,55.5257,55.0481,55.5246
211.7137,55.4619,54.9852,55.4608
