% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 715.2 ms, time offset -18.37 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel B, level 335.9 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-02-12 T 11:14:36 -0500
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
2.287518960000e-01, 1.123596e+00, 3.334148e-01
2.294531280000e-01, 1.090620e+00, 3.321935e-01
2.301543600000e-01, 1.063752e+00, 3.321935e-01
2.308555920000e-01, 1.083293e+00, 3.309722e-01
2.315568240000e-01, 1.108940e+00, 3.321935e-01
2.322580560000e-01, 1.102833e+00, 3.309722e-01
2.329592880000e-01, 1.066194e+00, 3.309722e-01
2.336605200000e-01, 1.060088e+00, 3.321935e-01
2.343617520000e-01, 1.091842e+00, 3.309722e-01
2.350629840000e-01, 1.110161e+00, 3.321935e-01
2.357642160000e-01, 1.108940e+00, 3.321935e-01
2.364654480000e-01, 1.077186e+00, 3.321935e-01
2.371666800000e-01, 1.027113e+00, 3.309722e-01
2.378679120000e-01, 1.036883e+00, 3.321935e-01
2.385691440000e-01, 1.067416e+00, 3.321935e-01
2.392703760000e-01, 1.095506e+00, 3.309722e-01
2.399716080000e-01, 1.099170e+00, 3.309722e-01
2.406728400000e-01, 1.067416e+00, 3.309722e-01
2.413740720000e-01, 1.022228e+00, 3.321935e-01
2.420753040000e-01, 1.047875e+00, 3.321935e-01
2.427765360000e-01, 1.072301e+00, 3.321935e-01
2.434777680000e-01, 1.083293e+00, 3.309722e-01
2.441790000000e-01, 1.075965e+00, 3.321935e-01
2.448802320000e-01, 1.083293e+00, 3.321935e-01
2.455814640000e-01, 1.105276e+00, 3.334148e-01
2.462826960000e-01, 1.129702e+00, 3.321935e-01
2.469839280000e-01, 1.117489e+00, 3.321935e-01
2.476851600000e-01, 1.093063e+00, 3.309722e-01
2.483863920000e-01, 1.064973e+00, 3.334148e-01
2.490876240000e-01, 1.052760e+00, 3.321935e-01
2.497888560000e-01, 1.086957e+00, 3.309722e-01
2.504900880000e-01, 1.102833e+00, 3.321935e-01
2.511913200000e-01, 1.041768e+00, 3.321935e-01
2.518925520000e-01, 1.067416e+00, 3.309722e-01
2.525937840000e-01, 1.078407e+00, 3.321935e-01
2.532950160000e-01, 1.046654e+00, 3.309722e-01
2.539962480000e-01, 1.084514e+00, 3.321935e-01
2.546974800000e-01, 1.101612e+00, 3.309722e-01
2.553987120000e-01, 1.074744e+00, 3.321935e-01
2.560999440000e-01, 1.094284e+00, 3.309722e-01
2.568011760000e-01, 1.108940e+00, 3.309722e-01
2.575024080000e-01, 1.108940e+00, 3.321935e-01
2.582036400000e-01, 1.075965e+00, 3.309722e-01
2.589048720000e-01, 1.046654e+00, 3.309722e-01
2.596061040000e-01, 1.031998e+00, 3.321935e-01
2.603073360000e-01, 1.049096e+00, 3.321935e-01
2.610085680000e-01, 1.034441e+00, 3.321935e-01
2.617098000000e-01, 1.047875e+00, 3.321935e-01
2.624110320000e-01, 1.074744e+00, 3.321935e-01
2.631122640000e-01, 1.057645e+00, 3.334148e-01
2.638134960000e-01, 1.047875e+00, 3.309722e-01
2.645147280000e-01, 1.066194e+00, 3.309722e-01
2.652159600000e-01, 1.117489e+00, 3.321935e-01
2.659171920000e-01, 1.086957e+00, 3.321935e-01
2.666184240000e-01, 1.049096e+00, 3.321935e-01
2.673196560000e-01, 1.046654e+00, 3.309722e-01
2.680208880000e-01, 1.042990e+00, 3.321935e-01
2.687221200000e-01, 1.036883e+00, 3.321935e-01
2.694233520000e-01, 1.040547e+00, 3.309722e-01
2.701245840000e-01, 1.062531e+00, 3.309722e-01
2.708258160000e-01, 1.063752e+00, 3.321935e-01
2.715270480000e-01, 1.056424e+00, 3.321935e-01
2.722282800000e-01, 1.071080e+00, 3.321935e-01
2.729295120000e-01, 1.086957e+00, 3.321935e-01
2.736307440000e-01, 1.075965e+00, 3.309722e-01
2.743319760000e-01, 1.044211e+00, 3.334148e-01
2.750332080000e-01, 1.089399e+00, 3.321935e-01
2.757344400000e-01, 1.085735e+00, 3.321935e-01
2.764356720000e-01, 1.046654e+00, 3.321935e-01
2.771369040000e-01, 1.067416e+00, 3.309722e-01
2.778381360000e-01, 1.091842e+00, 3.309722e-01
2.785393680000e-01, 1.099170e+00, 3.309722e-01
2.792406000000e-01, 1.072301e+00, 3.309722e-01
2.799418320000e-01, 1.078407e+00, 3.321935e-01
2.806430640000e-01, 1.094284e+00, 3.309722e-01
2.813442960000e-01, 1.101612e+00, 3.321935e-01
2.820455280000e-01, 1.110161e+00, 3.321935e-01
2.827467600000e-01, 1.089399e+00, 3.321935e-01
2.834479920000e-01, 1.066194e+00, 3.321935e-01
2.841492240000e-01, 1.089399e+00, 3.321935e-01
2.848504560000e-01, 1.073522e+00, 3.309722e-01
2.855516880000e-01, 1.072301e+00, 3.321935e-01
2.862529200000e-01, 1.112604e+00, 3.309722e-01
2.869541520000e-01, 1.097948e+00, 3.321935e-01
2.876553840000e-01, 1.082071e+00, 3.309722e-01
2.883566160000e-01, 1.071080e+00, 3.309722e-01
2.890578480000e-01, 1.041768e+00, 3.321935e-01
2.897590800000e-01, 1.022228e+00, 3.321935e-01
2.904603120000e-01, 1.028334e+00, 3.309722e-01
2.911615440000e-01, 1.057645e+00, 3.309722e-01
2.918627760000e-01, 1.080850e+00, 3.321935e-01
2.925640080000e-01, 1.075965e+00, 3.309722e-01
2.932652400000e-01, 1.042990e+00, 3.321935e-01
2.939664720000e-01, 1.064973e+00, 3.321935e-01
2.946677040000e-01, 1.080850e+00, 3.309722e-01
2.953689360000e-01, 1.069858e+00, 3.309722e-01
2.960701680000e-01, 1.093063e+00, 3.309722e-01
2.967714000000e-01, 1.086957e+00, 3.321935e-01
2.974726320000e-01, 1.077186e+00, 3.321935e-01
2.981738640000e-01, 1.106497e+00, 3.321935e-01
2.988750960000e-01, 1.102833e+00, 3.321935e-01
2.995763280000e-01, 1.040547e+00, 1.624328e-01
3.002775600000e-01, 9.538349e-01, 2.442599e-03
3.009787920000e-01, 9.648266e-01, 4.885198e-03
3.016800240000e-01, 9.965804e-01, 3.663899e-03
3.023812560000e-01, 9.868100e-01, 2.442599e-03
3.030824880000e-01, 9.404006e-01, 3.663899e-03
3.037837200000e-01, 9.574988e-01, 3.663899e-03
3.044849520000e-01, 1.001466e+00, 1.221300e-03
3.051861840000e-01, 1.001466e+00, 2.442599e-03
3.058874160000e-01, 1.002687e+00, 3.663899e-03
3.065886480000e-01, 1.001466e+00, 3.663899e-03
3.072898800000e-01, 1.005130e+00, 4.885198e-03
3.079911120000e-01, 9.794822e-01, 2.442599e-03
3.086923440000e-01, 9.697118e-01, 2.442599e-03
3.093935760000e-01, 9.843674e-01, 3.663899e-03
3.100948080000e-01, 9.599414e-01, 3.663899e-03
3.107960400000e-01, 9.636053e-01, 2.442599e-03
3.114972720000e-01, 9.831461e-01, 3.663899e-03
3.121985040000e-01, 1.005130e+00, 2.442599e-03
3.128997360000e-01, 9.672692e-01, 2.442599e-03
3.136009680000e-01, 9.220811e-01, 1.221300e-03
3.143022000000e-01, 9.208598e-01, 2.442599e-03
3.150034320000e-01, 9.758183e-01, 2.442599e-03
3.157046640000e-01, 9.819248e-01, 2.442599e-03
3.164058960000e-01, 9.428432e-01, 1.221300e-03
3.171071280000e-01, 9.379580e-01, 2.442599e-03
3.178083600000e-01, 9.465071e-01, 2.442599e-03
3.185095920000e-01, 9.721544e-01, 2.442599e-03
3.192108240000e-01, 9.880313e-01, 2.442599e-03
3.199120560000e-01, 9.794822e-01, 2.442599e-03
3.206132880000e-01, 9.416219e-01, 3.663899e-03
3.213145200000e-01, 8.976551e-01, 2.442599e-03
3.220157520000e-01, 9.599414e-01, 2.442599e-03
3.227169840000e-01, 9.623840e-01, 2.442599e-03
3.234182160000e-01, 9.110894e-01, 2.442599e-03
3.241194480000e-01, 9.000977e-01, 2.442599e-03
3.248206800000e-01, 9.416219e-01, 3.663899e-03
3.255219120000e-01, 9.758183e-01, 2.442599e-03
3.262231440000e-01, 9.379580e-01, 2.442599e-03
3.269243760000e-01, 9.452858e-01, 2.442599e-03
3.276256080000e-01, 9.489497e-01, 2.442599e-03
3.283268400000e-01, 9.208598e-01, 2.442599e-03
3.290280720000e-01, 9.684905e-01, 2.442599e-03
3.297293040000e-01, 9.990230e-01, 4.885198e-03
3.304305360000e-01, 9.990230e-01, 2.442599e-03
3.311317680000e-01, 9.807035e-01, 2.442599e-03
3.318330000000e-01, 9.672692e-01, 2.442599e-03
3.325342320000e-01, 9.574988e-01, 2.442599e-03
3.332354640000e-01, 9.636053e-01, 1.221300e-03
3.339366960000e-01, 9.477284e-01, 3.663899e-03
3.346379280000e-01, 9.538349e-01, 3.663899e-03
3.353391600000e-01, 9.794822e-01, 2.442599e-03
3.360403920000e-01, 9.501710e-01, 2.442599e-03
3.367416240000e-01, 9.342941e-01, 2.442599e-03
3.374428560000e-01, 9.404006e-01, 2.442599e-03
3.381440880000e-01, 9.281876e-01, 2.442599e-03
3.388453200000e-01, 9.648266e-01, 2.442599e-03
3.395465520000e-01, 9.990230e-01, 2.442599e-03
3.402477840000e-01, 9.916952e-01, 2.442599e-03
3.409490160000e-01, 9.636053e-01, 2.442599e-03
3.416502480000e-01, 9.648266e-01, 1.221300e-03
3.423514800000e-01, 1.007572e+00, 2.442599e-03
3.430527120000e-01, 1.003908e+00, 2.442599e-03
3.437539440000e-01, 9.611627e-01, 2.442599e-03
3.444551760000e-01, 9.257450e-01, 2.442599e-03
3.451564080000e-01, 9.819248e-01, 3.663899e-03
3.458576400000e-01, 1.003908e+00, 3.663899e-03
3.465588720000e-01, 9.819248e-01, 2.442599e-03
3.472601040000e-01, 9.196385e-01, 2.442599e-03
3.479613360000e-01, 9.562775e-01, 2.442599e-03
3.486625680000e-01, 9.636053e-01, 3.663899e-03
3.493638000000e-01, 9.098681e-01, 2.442599e-03
3.500650320000e-01, 9.208598e-01, 2.442599e-03
3.507662640000e-01, 9.281876e-01, 2.442599e-03
3.514674960000e-01, 9.379580e-01, 2.442599e-03
3.521687280000e-01, 9.440645e-01, 3.663899e-03
3.528699600000e-01, 9.452858e-01, 2.442599e-03
3.535711920000e-01, 9.355154e-01, 2.442599e-03
3.542724240000e-01, 9.196385e-01, 2.442599e-03
3.549736560000e-01, 9.184172e-01, 2.442599e-03
3.556748880000e-01, 9.501710e-01, 3.663899e-03
3.563761200000e-01, 1.000244e+00, 2.442599e-03
3.570773520000e-01, 9.929165e-01, 1.221300e-03
3.577785840000e-01, 9.562775e-01, 2.442599e-03
3.584798160000e-01, 9.171959e-01, 2.442599e-03
3.591810480000e-01, 9.355154e-01, 2.442599e-03
3.598822800000e-01, 9.684905e-01, 2.442599e-03
3.605835120000e-01, 9.660479e-01, 2.442599e-03
3.612847440000e-01, 9.135320e-01, 2.442599e-03
3.619859760000e-01, 9.233024e-01, 2.442599e-03
3.626872080000e-01, 9.697118e-01, 2.442599e-03
3.633884400000e-01, 1.006351e+00, 1.221300e-03
3.640896720000e-01, 9.636053e-01, 2.442599e-03
3.647909040000e-01, 9.440645e-01, 2.442599e-03
3.654921360000e-01, 9.562775e-01, 3.663899e-03
3.661933680000e-01, 9.819248e-01, 2.442599e-03
3.668946000000e-01, 9.941378e-01, 2.442599e-03
3.675958320000e-01, 9.831461e-01, 2.442599e-03
3.682970640000e-01, 9.611627e-01, 2.442599e-03
3.689982960000e-01, 9.416219e-01, 3.663899e-03
3.696995280000e-01, 9.416219e-01, 3.663899e-03
3.704007600000e-01, 9.489497e-01, 2.442599e-03
3.711019920000e-01, 9.245237e-01, 2.442599e-03
3.718032240000e-01, 9.367367e-01, 3.663899e-03
3.725044560000e-01, 9.526136e-01, 2.442599e-03
3.732056880000e-01, 9.257450e-01, 2.442599e-03
3.739069200000e-01, 9.257450e-01, 1.221300e-03
3.746081520000e-01, 9.599414e-01, 2.442599e-03
3.753093840000e-01, 1.003908e+00, 2.442599e-03
3.760106160000e-01, 9.672692e-01, 2.442599e-03
3.767118480000e-01, 9.550562e-01, 2.442599e-03
3.774130800000e-01, 9.697118e-01, 1.221300e-03
3.781143120000e-01, 9.477284e-01, 3.663899e-03
