% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 777.8 ms, time offset -18.37 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel B, level 335.9 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-02-12 T 09:53:25 -0500
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-1.257758480000e-01, 5.617977e-01, 3.309722e-01
-1.250132400000e-01, 5.556913e-01, 3.321935e-01
-1.242506320000e-01, 5.679042e-01, 3.309722e-01
-1.234880240000e-01, 5.801172e-01, 3.309722e-01
-1.227254160000e-01, 5.740107e-01, 3.321935e-01
-1.219628080000e-01, 5.862237e-01, 3.309722e-01
-1.212002000000e-01, 5.617977e-01, 3.309722e-01
-1.204375920000e-01, 5.495848e-01, 3.321935e-01
-1.196749840000e-01, 5.556913e-01, 3.309722e-01
-1.189123760000e-01, 5.556913e-01, 3.309722e-01
-1.181497680000e-01, 5.740107e-01, 3.321935e-01
-1.173871600000e-01, 5.740107e-01, 3.321935e-01
-1.166245520000e-01, 5.617977e-01, 3.309722e-01
-1.158619440000e-01, 5.434783e-01, 3.309722e-01
-1.150993360000e-01, 5.495848e-01, 3.321935e-01
-1.143367280000e-01, 5.740107e-01, 3.309722e-01
-1.135741200000e-01, 5.740107e-01, 3.321935e-01
-1.128115120000e-01, 5.740107e-01, 3.309722e-01
-1.120489040000e-01, 5.740107e-01, 3.321935e-01
-1.112862960000e-01, 5.679042e-01, 3.321935e-01
-1.105236880000e-01, 5.495848e-01, 3.309722e-01
-1.097610800000e-01, 5.740107e-01, 3.309722e-01
-1.089984720000e-01, 5.740107e-01, 3.321935e-01
-1.082358640000e-01, 5.740107e-01, 3.309722e-01
-1.074732560000e-01, 5.801172e-01, 3.321935e-01
-1.067106480000e-01, 5.862237e-01, 3.321935e-01
-1.059480400000e-01, 5.373718e-01, 3.321935e-01
-1.051854320000e-01, 5.495848e-01, 3.321935e-01
-1.044228240000e-01, 5.556913e-01, 3.321935e-01
-1.036602160000e-01, 5.251588e-01, 3.321935e-01
-1.028976080000e-01, 5.373718e-01, 3.321935e-01
-1.021350000000e-01, 5.679042e-01, 3.309722e-01
